id,name,fullname,country,continent,iata,icao,lat,lng,rwy,market,hub_cost,rwy_codes
218,Sydney,Sydney / J.A. Douglas McCurdy Airport,Canada,North America,YQY,CYQY,46.1614,-60.047798,7070,30,48000,06/24
219,Quesnel,Quesnel Airport,Canada,North America,YQZ,CYQZ,53.026100158691406,-122.51000213623047,5500,39,48000,13/31
220,Resolute Bay,Resolute Bay Airport,Canada,North America,YRB,CYRB,74.7169036865,-94.9693984985,6500,57,48000,17T/35
221,Rivière-du-Loup,Rivière-du-Loup Airport,Canada,North America,YRI,CYRI,47.764400482177734,-69.58470153808594,6000,70,48000,05/23
222,Roberval,Roberval Airport,Canada,North America,YRJ,CYRJ,48.52000045776367,-72.2656021118164,5000,64,48000,16/34
223,Red Lake,Red Lake Airport,Canada,North America,YRL,CYRL,51.066898345947266,-93.79309844970703,5001,40,48000,08/26
224,Ottawa rockcliffe,Ottawa / Rockcliffe Airport,Canada,North America,YRO,CYRO,45.4603004456,-75.64610290530001,3300,63,48000,09/27
225,Trois-Rivières,Trois-Rivières Airport,Canada,North America,YRQ,CYRQ,46.35279846191406,-72.67939758300781,9006,87,48000,05/23
226,Red Sucker Lake,Red Sucker Lake Airport,Canada,North America,YRS,CYRS,54.167198181152344,-93.55719757080078,3555,30,48000,08/26
227,Rankin Inlet,Rankin Inlet Airport,Canada,North America,YRT,CYRT,62.8114013672,-92.1157989502,6000,37,48000,13T/31
228,Revelstoke,Revelstoke Airport,Canada,North America,YRV,CYRV,50.9667015076,-118.182998657,4800,67,48000,12/30
229,Sudbury,Sudbury Airport,Canada,North America,YSB,CYSB,46.625,-80.79889678955078,6600,62,48000,04/22
230,Sherbrooke,Sherbrooke Airport,Canada,North America,YSC,CYSC,45.4385986328125,-71.69139862060547,6000,71,48000,13/31
231,Stony Rapids,Stony Rapids Airport,Canada,North America,YSF,CYSF,59.250301361083984,-105.84100341796875,5050,40,48000,06/24
232,Smiths Falls,Smiths Falls-Montague (Russ Beach) Airport,Canada,North America,YSH,CYSH,44.94580078125,-75.94059753417969,4000,54,48000,06/24
233,Saint John,Saint John Airport,Canada,North America,YSJ,CYSJ,45.31610107421875,-65.89029693603516,7000,56,48000,05/23
234,Sanikiluaq,Sanikiluaq Airport,Canada,North America,YSK,CYSK,56.5377998352,-79.2466964722,3800,83,48000,09/27
235,St Leonard,St Leonard Airport,Canada,North America,YSL,CYSL,47.157501220703125,-67.83470153808594,4000,89,48000,18/36
236,Fort Smith,Fort Smith Airport,Canada,North America,YSM,CYSM,60.020301818847656,-111.96199798583984,6000,49,48000,02/20
237,St Catharines,Niagara District Airport,Canada,North America,YCM,CYSN,43.19169998168945,-79.17169952392578,5000,65,48000,01/19|11/29
238,Marathon,Marathon Airport,Canada,North America,YSP,CYSP,48.75529861450195,-86.34439849853516,3933,66,48000,16/34
239,St. Theresa Point,St. Theresa Point Airport,Canada,North America,YST,CYST,53.84560012817383,-94.85189819335938,3400,89,48000,04/22
240,Summerside,Summerside Airport,Canada,North America,YSU,CYSU,46.44060134887695,-63.83359909057617,8000,81,48000,06/24|18/36
241,Sachs Harbour,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Canada,North America,YSY,CYSY,71.9938964844,-125.242996216,4000,80,48000,08T/26
242,Pembroke,Pembroke Airport,Canada,North America,YTA,CYTA,45.86439895629883,-77.25170135498047,5000,41,48000,17/35
243,Cape Dorset,Cape Dorset Airport,Canada,North America,YTE,CYTE,64.2300033569,-76.5267028809,4000,66,48000,13T/31
244,Alma,Alma Airport,Canada,North America,YTF,CYTF,48.50889968869999,-71.64189910889999,4300,79,48000,13/31
245,Thompson,Thompson Airport,Canada,North America,YTH,CYTH,55.80110168457031,-97.86419677734375,5800,84,48000,05/23
246,Big Trout Lake,Big Trout Lake Airport,Canada,North America,YTL,CYTL,53.81779861450195,-89.89689636230469,3900,38,48000,14/32
247,Tasiujaq,Tasiujaq Airport,Canada,North America,YTQ,CYTQ,58.66780090332031,-69.95580291748047,3519,57,48000,06/24
249,Timmins,Timmins/Victor M. Power,Canada,North America,YTS,CYTS,48.569698333699996,-81.376701355,6000,40,48000,03/21
250,Toronto city,Billy Bishop Toronto City Centre Airport,Canada,North America,YTZ,CYTZ,43.627499,-79.396202,3988,57,48000,06/24|15/33
251,Tuktoyaktuk,Tuktoyaktuk Airport,Canada,North America,YUB,CYUB,69.43329620361328,-133.0260009765625,5000,51,48000,09/27
252,Montréal intl,Montreal / Pierre Elliott Trudeau International Airport,Canada,North America,YUL,CYUL,45.4706001282,-73.7407989502,11000,57,48000,06L/24R|10/28
253,Repulse Bay,Repulse Bay Airport,Canada,North America,YUT,CYUT,66.5214004517,-86.22470092770001,3400,86,48000,16T/34
254,Hall Beach,Hall Beach Airport,Canada,North America,YUX,CYUX,68.77610015869999,-81.2425,5410,56,48000,12T/30
255,Rouyn-Noranda,Rouyn Noranda Airport,Canada,North America,YUY,CYUY,48.20610046386719,-78.83560180664062,7485,32,48000,08/26
256,Bonaventure,Bonaventure Airport,Canada,North America,YVB,CYVB,48.07109832763672,-65.46029663085938,5985,81,48000,13/31
257,La Ronge,La Ronge Airport,Canada,North America,YVC,CYVC,55.151401519800004,-105.262001038,5000,33,48000,10/28
258,Vernon,Vernon Airport,Canada,North America,YVE,CYVK,50.24810028076172,-119.33100128173828,3360,88,48000,05/23
259,Qikiqtarjuaq,Qikiqtarjuaq Airport,Canada,North America,YVM,CYVM,67.5457992554,-64.03140258789999,3800,30,48000,03T/21
260,Val-d'Or,Val-d'Or Airport,Canada,North America,YVO,CYVO,48.0532989502,-77.7827987671,10000,37,48000,18/36
261,Kuujjuaq,Kuujjuaq Airport,Canada,North America,YVP,CYVP,58.096099853515625,-68.4269027709961,6000,47,48000,07/25
262,Norman Wells,Norman Wells Airport,Canada,North America,YVQ,CYVQ,65.28160095214844,-126.7979965209961,5997,47,48000,09/27
263,Vancouver intl,Vancouver International Airport,Canada,North America,YVR,CYVR,49.193901062,-123.183998108,11500,87,48000,08L/26R|13/31
264,Wiarton,Wiarton Airport,Canada,North America,YVV,CYVV,44.7458,-81.107201,5021,74,48000,05/23
265,Deer Lake Ontario,Deer Lake Airport,Canada,North America,YVZ,CYVZ,52.655799865722656,-94.0614013671875,3500,80,48000,13/31
266,Petawawa,Petawawa Airport,Canada,North America,YWA,CYWA,45.95220184326172,-77.31919860839844,3800,71,48000,17/35
267,Winnipeg,Winnipeg / James Armstrong Richardson International Airport,Canada,North America,YWG,CYWG,49.909999847399995,-97.2398986816,11000,35,48000,07/25|18/36
268,Déline,Déline Airport,Canada,North America,YWJ,CYWJ,65.21109771728516,-123.43599700927734,3933,69,48000,07/25
269,Wabush,Wabush Airport,Canada,North America,YWK,CYWK,52.92190170288086,-66.8644027709961,6002,87,48000,18/36
270,Williams Lake,Williams Lake Airport,Canada,North America,YWL,CYWL,52.1831016541,-122.054000854,7000,30,48000,11/29
271,Webequie,Webequie Airport,Canada,North America,YWP,CYWP,52.9593933975,-87.3748683929,3500,40,48000,02/20
272,Wrigley,Wrigley Airport,Canada,North America,YWY,CYWY,63.20940017700195,-123.43699645996094,3500,47,48000,11/29
273,Cranbrook,Cranbrook/Canadian Rockies International Airport,Canada,North America,YXC,CYXC,49.610801696777,-115.78199768066,6000,52,48000,16/34
274,Saskatoon,Saskatoon John G. Diefenbaker International Airport,Canada,North America,YXE,CYXE,52.170799255371094,-106.69999694824219,8300,52,48000,09/27
275,Medicine Hat,Medicine Hat Airport,Canada,North America,YXH,CYXH,50.01890182495117,-110.72100067138672,5000,39,48000,03/21
276,Fort St.John,Fort St John Airport,Canada,North America,YXJ,CYXJ,56.238098,-120.739998,6900,35,48000,02/20
277,Rimouski,Rimouski Airport,Canada,North America,YXK,CYXK,48.47809982299805,-68.49690246582031,4600,63,48000,07/25
278,Sioux Lookout,Sioux Lookout Airport,Canada,North America,YXL,CYXL,50.11389923095703,-91.9052963256836,5300,65,48000,03/21
279,Whale Cove,Whale Cove Airport,Canada,North America,YXN,CYXN,62.24000167849999,-92.59809875490001,4000,45,48000,15T/33
280,Pangnirtung,Pangnirtung Airport,Canada,North America,YXP,CYXP,66.1449966431,-65.71360015869999,2920,48,48000,06T/24
281,Beaver Creek,Beaver Creek Airport,Canada,North America,YXQ,CYXQ,62.410301208496094,-140.86700439453125,3370,32,48000,13/31
282,Earlton,Earlton (Timiskaming Regional) Airport,Canada,North America,YXR,CYXR,47.697400654599996,-79.8473453522,5998,34,48000,08/26
283,Prince George,Prince George Airport,Canada,North America,YXS,CYXS,53.8894004822,-122.679000854,11450,75,48000,01/19|15/33
284,Terrace,Northwest Regional Airport Terrace-Kitimat,Canada,North America,YXT,CYXT,54.468498,-128.576009,7497,49,48000,03/21
285,London,London Airport,Canada,North America,YXU,CYXU,43.035599,-81.1539,8800,40,48000,09/27
286,Abbotsford,Abbotsford Airport,Canada,North America,YXX,CYXX,49.025299072265625,-122.36100006103516,9600,35,48000,01/19|07/25
287,Whitehorse,Whitehorse / Erik Nielsen International Airport,Canada,North America,YXY,CYXY,60.7095985413,-135.067001343,9497,57,48000,01/19|14R/32L
288,Wawa,Wawa Airport,Canada,North America,YXZ,CYXZ,47.96670150756836,-84.78669738769531,4429,81,48000,03/21
289,North Bay,North Bay Jack Garland Airport,Canada,North America,YYB,CYYB,46.363602,-79.422798,10000,78,48000,08/26|18/36
290,Calgary,Calgary International Airport,Canada,North America,YYC,CYYC,51.113899231,-114.019996643,14000,65,48000,08/26|17L/35R
291,Smithers,Smithers Airport,Canada,North America,YYD,CYYD,54.82469940185547,-127.18299865722656,5000,61,48000,15/33
292,Fort Nelson,Fort Nelson Airport,Canada,North America,YYE,CYYE,58.8363990784,-122.597000122,6400,54,48000,03/21
293,Penticton,Penticton Airport,Canada,North America,YYF,CYYF,49.46310043334961,-119.60199737548828,6000,43,48000,16/34
294,Charlottetown,Charlottetown Airport,Canada,North America,YYG,CYYG,46.290000915527344,-63.12110137939453,7002,46,48000,03/21
295,Taloyoak,Taloyoak Airport,Canada,North America,YYH,CYYH,69.5466995239,-93.5766983032,4020,66,48000,15T/33
296,Victoria,Victoria International Airport,Canada,North America,YYJ,CYYJ,48.646900177,-123.426002502,7000,83,48000,03/21|14/32
297,Lynn Lake,Lynn Lake Airport,Canada,North America,YYL,CYYL,56.86389923095703,-101.07599639892578,5000,45,48000,08/26
298,Swift Current,Swift Current Airport,Canada,North America,YYN,CYYN,50.291900634799994,-107.691001892,4250,65,48000,04/22
299,Churchill,Churchill Airport,Canada,North America,YYQ,CYYQ,58.739200592041016,-94.06500244140625,9200,85,48000,07/25
300,Goose Bay,Goose Bay Airport,Canada,North America,YYR,CYYR,53.3191986084,-60.4258003235,11046,76,48000,08/26
301,St. John's,St. John's International Airport,Canada,North America,YYT,CYYT,47.618598938,-52.7518997192,8502,42,48000,02/20|16/34
302,Kapuskasing,Kapuskasing Airport,Canada,North America,YYU,CYYU,49.41389846801758,-82.46749877929688,5500,46,48000,10/28
303,Armstrong,Armstrong Airport,Canada,North America,YYW,CYYW,50.29029846191406,-88.90969848632812,4000,72,48000,12/30
304,Mont-Joli,Mont Joli Airport,Canada,North America,YYY,CYYY,48.60860061645508,-68.20809936523438,6000,40,48000,06/24
305,Toronto intl,Lester B. Pearson International Airport,Canada,North America,YYZ,CYYZ,43.6772003174,-79.63059997559999,11120,31,213300,05/23|06R/24L|15R/33L
306,Toronto downsview,Downsview Airport,Canada,North America,YZD,CYZD,43.74250030517578,-79.4655990600586,7003,30,48000,09/27
307,Gore Bay,Gore Bay Manitoulin Airport,Canada,North America,YZE,CYZE,45.88529968261719,-82.56780242919922,4900,62,48000,11/29
308,Yellowknife,Yellowknife Airport,Canada,North America,YZF,CYZF,62.462799072265625,-114.44000244140625,7500,73,48000,10/28
309,Salluit,Salluit Airport,Canada,North America,YZG,CYZG,62.17940139770508,-75.66719818115234,3500,69,48000,04/22
310,Slave Lake,Slave Lake Airport,Canada,North America,YZH,CYZH,55.2930984497,-114.777000427,5561,51,48000,10/28
311,Sandspit,Sandspit Airport,Canada,North America,YZP,CYZP,53.25429916379999,-131.813995361,5120,34,48000,12/30
312,Sarnia,Chris Hadfield Airport,Canada,North America,YZR,CYZR,42.9994010925293,-82.30889892578125,5100,54,48000,05/23
313,Coral Harbour,Coral Harbour Airport,Canada,North America,YZS,CYZS,64.1932983398,-83.3593978882,5000,32,48000,16T/34
314,Port Hardy,Port Hardy Airport,Canada,North America,YZT,CYZT,50.680599212646484,-127.36699676513672,5000,52,48000,07/25|16/34
315,Whitecourt,Whitecourt Airport,Canada,North America,YZU,CYZU,54.14390182495117,-115.78700256347656,5800,39,48000,11/29
316,Sept-Îles,Sept-Îles Airport,Canada,North America,YZV,CYZV,50.22330093383789,-66.2656021118164,6552,54,48000,05/23|13/31
317,Teslin,Teslin Airport,Canada,North America,YZW,CYZW,60.17279815673828,-132.7429962158203,5000,47,48000,08/26
319,York Landing,York Landing Airport,Canada,North America,ZAC,CZAC,56.08940124511719,-96.08920288085938,3395,60,48000,10/28
320,Salmon Arm,Shuswap Regional Airport,Canada,North America,YSN,CZAM,50.682802,-119.228996,4260,63,48000,14/32
321,Vancouver bay,Boundary Bay Airport,Canada,North America,YDT,CZBB,49.0742,-123.012001,5606,84,48000,03/21|13/31
322,Ilford,Ilford Airport,Canada,North America,ILF,CZBD,56.0614013672,-95.613899231,3000,65,48000,09/27
323,Bathurst,Bathurst Airport,Canada,North America,ZBF,CZBF,47.629699707,-65.738899231,4500,56,48000,10/28
324,Bromont,Bromont (Roland Desourdy) Airport,Canada,North America,ZBM,CZBM,45.2907981873,-72.74140167239999,5000,58,48000,05L/23R
325,Kelsey,Kelsey Airport,Canada,North America,KES,CZEE,56.0374984741,-96.50969696039999,2590,35,48000,11/29
326,Eastmain River,Eastmain River Airport,Canada,North America,ZEM,CZEM,52.22639846801758,-78.52249908447266,3510,31,48000,02/20
327,Faro,Faro Airport,Canada,North America,ZFA,CZFA,62.20750045776367,-133.37600708007812,4000,48,48000,09/27
328,Fond-Du-Lac,Fond-Du-Lac Airport,Canada,North America,ZFD,CZFD,59.33440017700195,-107.18199920654297,3800,45,48000,10/28
329,Pukatawagan,Pukatawagan Airport,Canada,North America,XPK,CZFG,55.7491989136,-101.26599884,3000,76,48000,15/33
330,Fort Mcpherson,Fort Mcpherson Airport,Canada,North America,ZFM,CZFM,67.40750122070312,-134.86099243164062,3500,35,48000,11/29
331,Tulita,Tulita Airport,Canada,North America,ZFN,CZFN,64.909697,-125.572998,3935,62,48000,06/24
332,Grand Forks,Grand Forks Airport,Canada,North America,ZGF,CZGF,49.01559829711914,-118.43099975585938,4300,38,48000,07/25
333,Gods River,Gods River Airport,Canada,North America,ZGI,CZGI,54.839698791503906,-94.07859802246094,3540,77,48000,09/27
334,Little Grand Rapids,Little Grand Rapids Airport,Canada,North America,ZGR,CZGR,52.04560089111328,-95.4657974243164,2800,66,48000,18/36
335,Jenpeg,Jenpeg Airport,Canada,North America,ZJG,CZJG,54.51890182495117,-98.04609680175781,3800,84,48000,14/32
336,Swan River,Swan River Airport,Canada,North America,ZJN,CZJN,52.120601654052734,-101.23600006103516,3933,71,48000,02/20
337,Kashechewan,Kashechewan Airport,Canada,North America,ZKE,CZKE,52.282501220703125,-81.67780303955078,3500,39,48000,07/25
338,Thicket Portage,Thicket Portage Airport,Canada,North America,YTD,CZLQ,55.31890106201172,-97.70780181884766,2220,67,48000,11/29
339,Muskrat Dam,Muskrat Dam Airport,Canada,North America,MSA,CZMD,53.44139862060547,-91.76280212402344,3500,49,48000,05/23
340,Pikwitonei,Pikwitonei Airport,Canada,North America,PIW,CZMN,55.58890151977539,-97.16419982910156,2200,32,48000,05/23
341,Masset,Masset Airport,Canada,North America,ZMT,CZMT,54.02750015258789,-132.125,5000,80,48000,13/31
342,Poplar River,Poplar River Airport,Canada,North America,XPP,CZNG,52.9965258788,-97.2741937637,2500,63,48000,09/27
343,Sachigo Lake,Sachigo Lake Airport,Canada,North America,ZPB,CZPB,53.8911018371582,-92.19640350341797,3500,42,48000,10/28
344,Pincher Creek,Pincher Creek Airport,Canada,North America,WPC,CZPC,49.520599365200006,-113.997001648,6600,69,48000,07/25
345,Round Lake,Round Lake (Weagamow Lake) Airport,Canada,North America,ZRJ,CZRJ,52.943599700927734,-91.31279754638672,3500,74,48000,03/21
346,Sandy Lake,Sandy Lake Airport,Canada,North America,ZSJ,CZSJ,53.06420135498047,-93.34439849853516,3500,74,48000,11/29
347,South Indian Lake,South Indian Lake Airport,Canada,North America,XSI,CZSN,56.7928009033,-98.9072036743,3509,60,48000,18/36
348,Stewart,Stewart Airport,Canada,North America,ZST,CZST,55.935410448,-129.982434511,3900,54,48000,18/36
349,Shamattawa,Shamattawa Airport,Canada,North America,ZTM,CZTM,55.8656005859375,-92.0813980102539,4006,73,48000,01/19
350,Ignace,Ignace Municipal Airport,Canada,North America,ZUC,CZUC,49.4296989440918,-91.7177963256836,3512,42,48000,05/23
351,Lac Brochet,Lac Brochet Airport,Canada,North America,XLB,CZWH,58.6175003052,-101.46900177,3500,41,48000,02/20
352,Wollaston Lake,Wollaston Lake Airport,Canada,North America,ZWL,CZWL,58.10689926147461,-103.1719970703125,3800,51,48000,16/34
353,Blida,Blida Airport,Algeria,Africa,QLD,DAAB,36.50360107421875,2.8141698837280273,5833,78,24000,07/25
354,Bou Saada,Bou Saada Airport,Algeria,Africa,BUJ,DAAD,35.33250045776367,4.206389904022217,7218,43,24000,04/22
355,Béjaïa,Soummam Airport,Algeria,Africa,BJA,DAAE,36.7120018005,5.0699200630200005,7874,36,24000,08/26
356,Algiers,Houari Boumediene Airport,Algeria,Africa,ALG,DAAG,36.691001892089844,3.215409994125366,11483,30,213300,05/23
357,Djanet,Djanet Inedbirene Airport,Algeria,Africa,DJG,DAAJ,24.292801,9.45244,9843,52,24000,02/20
358,Illizi,Illizi Takhamalt Airport,Algeria,Africa,VVZ,DAAP,26.7234992981,8.62265014648,9843,66,24000,09/27
359,Sétif,Ain Arnat Airport,Algeria,Africa,QSF,DAAS,36.178100585900005,5.3244900703399995,9498,53,24000,09/27
360,Tamanrasset,Aguenar – Hadj Bey Akhamok Airport,Algeria,Africa,TMR,DAAT,22.8115005493,5.45107984543,11811,79,24000,02/20
361,Jijel,Jijel Ferhat Abbas Airport,Algeria,Africa,GJL,DAAV,36.7951011658,5.87361001968,7874,87,24000,17/35
362,Mecheria,Mecheria Airport,Algeria,Africa,MZW,DAAY,33.535900116,-0.242353007197,11780,51,24000,06/24
363,Annaba,Rabah Bitat Airport,Algeria,Africa,AAE,DABB,36.822201,7.809174,9843,73,24000,05/23
364,Constantine,Mohamed Boudiaf International Airport,Algeria,Africa,CZL,DABC,36.2760009765625,6.620389938354492,9843,64,24000,14/32
365,Tébessi,Cheikh Larbi Tébessi Airport,Algeria,Africa,TEE,DABS,35.4315986633,8.12071990967,9843,42,24000,11/29
366,Batna,Batna Airport,Algeria,Africa,BLJ,DABT,35.752101898199996,6.308589935300001,9843,60,24000,05/23
367,Tilrempt,Hassi R'Mel Airport,Algeria,Africa,HRM,DAFH,32.93040084838867,3.311539888381958,9835,50,24000,08/26
368,Tiaret,Bou Chekif Airport,Algeria,Africa,TID,DAOB,35.3410987854,1.46315002441,9843,78,24000,08/26
369,Tindouf,Tindouf Airport,Algeria,Africa,TIN,DAOF,27.7003993988,-8.167099952700001,9840,54,24000,08/26
370,Ech-cheliff,Ech Cheliff Airport,Algeria,Africa,CFK,DAOI,36.2126998901,1.33176994324,5413,86,24000,07/25
371,Oran tafaraoui,Tafaraoui Airport,Algeria,Africa,TAF,DAOL,35.54240036010742,-0.5322780013084412,9037,45,24000,08/26
372,Tlemcen,Zenata – Messali El Hadj Airport,Algeria,Africa,TLM,DAON,35.0167007446,-1.45000004768,8530,72,24000,07/25
373,Oran es senia,Es Senia Airport,Algeria,Africa,ORN,DAOO,35.6239013672,-0.6211829781529999,10039,41,24000,07/25
374,Béchar,Béchar Boudghene Ben Ali Lotfi Airport,Algeria,Africa,CBH,DAOR,31.645700454711914,-2.269860029220581,12245,87,24000,06/24
375,Ghriss,Ghriss Airport,Algeria,Africa,MUW,DAOV,35.207698822021484,0.14714199304580688,5577,36,24000,08/26
376,Adrar,Touat Cheikh Sidi Mohamed Belkebir Airport,Algeria,Africa,AZR,DAUA,27.837600708007812,-0.18641400337219238,9843,79,24000,04/22
377,Biskra,Biskra Airport,Algeria,Africa,BSK,DAUB,34.793300628699996,5.73823022842,9469,70,24000,13/31
